#### 5167.511704 autosave nr 1
1,1557765166.4741888,"[-0.18991000000000008, -0.294875, -0.4212074999999998]"
2,1557765166.4879045,"[-0.9949100000000001, -0.189875, -0.3862074999999998]"
3,1557765166.4968894,"[-0.15491000000000008, 0.230125, -0.5262074999999997]"
4,1557765166.5058284,"[-0.6099100000000001, 8.840125, 0.033792500000000204]"
5,1557765166.5147407,"[-1.23991, 0.825125, -0.4212074999999998]"
6,1557765166.524596,"[-0.18991000000000008, -0.259875, -0.3512074999999998]"
7,1557765166.5342782,"[-0.5399100000000001, 0.05512500000000001, -0.3512074999999998]"
8,1557765166.5442734,"[-0.5399100000000001, 0.720125, -0.2112074999999998]"
9,1557765166.5542743,"[-0.57491, 1.595125, -0.0712074999999998]"
10,1557765166.5643086,"[-0.5049100000000001, -0.084875, -0.3862074999999998]"
11,1557765166.576221,"[-0.049910000000000065, 8.245125, -0.3162074999999998]"
12,1557765166.5847766,"[-0.9949100000000001, 0.405125, -0.17620749999999982]"
13,1557765166.5975366,"[-0.11991000000000007, -0.609875, -0.4562074999999998]"
14,1557765166.606036,"[-0.3299100000000001, -0.259875, -0.3862074999999998]"
15,1557765166.6145284,"[-0.5399100000000001, 0.335125, -0.2462074999999998]"
16,1557765166.624273,"[-0.71491, -0.364875, -0.4562074999999998]"
17,1557765166.6342745,"[-0.2599100000000001, -0.854875, -0.3862074999999998]"
18,1557765166.6442747,"[-0.3999100000000001, -0.504875, -0.4912074999999998]"
19,1557765166.654272,"[-1.34491, 1.910125, -0.0712074999999998]"
20,1557765166.6642733,"[-0.8899100000000001, 0.650125, -0.3512074999999998]"
21,1557765166.67623,"[-1.3799100000000002, -0.714875, -0.4212074999999998]"
22,1557765166.6849196,"[-0.7849100000000001, 0.125125, -0.28120749999999983]"
23,1557765166.6976163,"[-0.6449100000000001, -8.729875, -0.5612074999999997]"
24,1557765166.7061167,"[0.26508999999999994, -1.134875, -0.4562074999999998]"
25,1557765166.7146103,"[-0.81991, 0.755125, -0.3162074999999998]"
26,1557765166.7242734,"[0.54509, -1.064875, -0.4912074999999998]"
27,1557765166.7342744,"[-0.6099100000000001, -0.049874999999999996, -0.3512074999999998]"
28,1557765166.7442749,"[-1.0999100000000002, 0.545125, -0.4212074999999998]"
29,1557765166.754273,"[0.4400899999999999, -0.994875, -0.4212074999999998]"
30,1557765166.7642734,"[0.16008999999999993, -0.049874999999999996, -0.4212074999999998]"
31,1557765166.776281,"[-1.51991, 1.385125, -0.2462074999999998]"
32,1557765166.7848446,"[-0.8899100000000001, 0.300125, -0.3162074999999998]"
33,1557765166.7976136,"[-0.57491, 0.965125, -0.17620749999999982]"
34,1557765166.8061113,"[-0.15491000000000008, 0.755125, -0.17620749999999982]"
35,1557765166.8146052,"[-1.16991, 0.755125, -0.3162074999999998]"
36,1557765166.82427,"[-1.06491, -8.344875, -0.3862074999999998]"
37,1557765166.8342748,"[-0.36491000000000007, 0.650125, -0.2112074999999998]"
38,1557765166.844275,"[-0.8549100000000001, 0.195125, -0.28120749999999983]"
39,1557765166.8542721,"[-1.23991, 0.545125, -0.2112074999999998]"
40,1557765166.8642738,"[-2.07991, 1.595125, -0.14120749999999982]"
41,1557765166.8761945,"[-0.5399100000000001, -8.519875, -0.3862074999999998]"
42,1557765166.8847425,"[-0.6449100000000001, 0.195125, -0.4912074999999998]"
43,1557765166.8975315,"[-0.049910000000000065, -0.574875, -0.3512074999999998]"
44,1557765166.9060051,"[0.5100899999999999, -1.624875, -0.4562074999999998]"
45,1557765166.9145036,"[-0.08491000000000007, 0.195125, -0.3862074999999998]"
