#### 5167.497392 autosave nr 1
1,1557765166.4647458,4280584
2,1557765166.5685868,4280465
3,1557765166.6685402,4280354
4,1557765166.7686238,4280451
5,1557765166.8685374,4280487
6,1557765166.9685686,4280582
7,1557765167.0685992,4280595
8,1557765167.1686134,4280781
9,1557765167.2685947,4280839
10,1557765167.3685715,4280686
# autosave took 0.005410
#### 5168.497392 autosave nr 2
11,1557765167.4685836,4280796
12,1557765167.5796242,4280744
13,1557765167.6743894,4280929
14,1557765167.7685616,4280824
15,1557765167.8685372,4280787
16,1557765167.9685397,4280743
17,1557765168.0685408,4280881
18,1557765168.1685452,4280837
19,1557765168.2685437,4280889
20,1557765168.3685474,4280859
# autosave took 0.005077
#### 5169.497392 autosave nr 3
21,1557765168.4685462,4280747
22,1557765168.5693753,4280835
23,1557765168.6797063,4280920
24,1557765168.7686098,4281003
25,1557765168.8685389,4280939
26,1557765168.9685729,4280899
27,1557765169.0685422,4280695
28,1557765169.1685565,4280977
29,1557765169.2685456,4280857
30,1557765169.3685448,4280831
# autosave took 0.005196
#### 5170.497392 autosave nr 4
31,1557765169.468543,4280756
32,1557765169.5762894,4280972
33,1557765169.6692224,4280871
34,1557765169.7685456,4280898
35,1557765169.8685186,4280970
36,1557765169.9685388,4280801
37,1557765170.0685413,4280878
38,1557765170.168545,4280871
39,1557765170.268514,4280628
40,1557765170.3685465,4280838
# autosave took 0.004894
#### 5171.497392 autosave nr 5
41,1557765170.46854,4280684
42,1557765170.5707636,4280673
43,1557765170.674972,4280700
44,1557765170.7685423,4280591
45,1557765170.8685176,4280675
46,1557765170.9689803,4280777
47,1557765171.0685408,4280723
48,1557765171.1685143,4280895
49,1557765171.2685134,4280919
50,1557765171.369418,4280763
# autosave took 0.004907
#### 5172.497392 autosave nr 6
51,1557765171.4685369,4280816
52,1557765171.5843887,4280920
53,1557765171.668952,4280983
54,1557765171.7693982,4280951
55,1557765171.8685412,4280648
56,1557765171.9685369,4280825
57,1557765172.0685368,4280912
58,1557765172.168518,4280909
59,1557765172.2685354,4281217
60,1557765172.3685403,4280722
# autosave took 0.004808
#### 5173.497392 autosave nr 7
61,1557765172.4685397,4280675
62,1557765172.6058183,4280808
63,1557765172.6745555,4280723
64,1557765172.7685375,4280650
65,1557765172.8686013,4280595
66,1557765172.9685354,4280621
67,1557765173.0686398,4280626
68,1557765173.1685383,4280553
69,1557765173.2685623,4280325
70,1557765173.36854,4280778
# autosave took 0.004824
#### 5174.497392 autosave nr 8
71,1557765173.468534,4280398
72,1557765173.5908494,4280034
73,1557765173.6685483,4280138
74,1557765173.7685413,4280153
75,1557765173.8685384,4280189
76,1557765173.9685354,4280008
77,1557765174.068539,4279961
78,1557765174.1685362,4279800
79,1557765174.2685378,4280018
80,1557765174.368608,4279789
# autosave took 0.004986
#### 5175.497392 autosave nr 9
81,1557765174.4685435,4279869
82,1557765174.5761352,4280018
83,1557765174.6698124,4279965
84,1557765174.7685301,4279496
85,1557765174.8685338,4280056
86,1557765174.968532,4279881
87,1557765175.0685372,4279941
88,1557765175.16854,4280017
89,1557765175.2685401,4280052
90,1557765175.3685372,4279687
# autosave took 0.004936
#### 5176.497392 autosave nr 10
91,1557765175.4685152,4279795
92,1557765175.6058993,4280027
93,1557765175.6686194,4279969
94,1557765175.768537,4279851
95,1557765175.8685439,4279975
96,1557765175.9685352,4279907
97,1557765176.0685377,4279848
98,1557765176.168533,4280013
99,1557765176.2685368,4279832
100,1557765176.3685346,4279929
# autosave took 0.004771
#### 5177.497392 autosave nr 11
101,1557765176.4685323,4280098
102,1557765176.5745,4280126
103,1557765176.6698844,4280010
104,1557765176.7685387,4280128
105,1557765176.8685367,4280268
106,1557765176.968536,4280096
107,1557765177.0685344,4279965
108,1557765177.1685321,4280085
109,1557765177.2685356,4280222
110,1557765177.3685355,4280090
# autosave took 0.005337
#### 5178.497392 autosave nr 12
111,1557765177.468531,4279941
112,1557765177.6048596,4279912
113,1557765177.6687965,4279972
114,1557765177.7685292,4280049
115,1557765177.868537,4280158
116,1557765177.968534,4280344
117,1557765178.0685356,4280346
118,1557765178.1685379,4280136
119,1557765178.2685337,4280205
120,1557765178.3685331,4280034
# autosave took 0.004900
#### 5179.497392 autosave nr 13
121,1557765178.4685705,4280179
122,1557765178.606027,4280190
123,1557765178.669438,4280105
124,1557765178.7685318,4280314
125,1557765178.8685336,4280226
126,1557765178.968532,4280214
127,1557765179.0694847,4280019
128,1557765179.1685324,4280175
129,1557765179.268534,4280254
130,1557765179.3685336,4280230
