#### 5167.516083 autosave nr 1
1,1557765166.478937,"[1630, -1381, 4613]"
2,1557765166.5805328,"[1600, -1364, 4646]"
3,1557765166.6806777,"[1636, -1382, 4658]"
4,1557765166.7805948,"[1614, -1387, 4636]"
5,1557765166.8804967,"[1597, -1372, 4609]"
6,1557765166.9805183,"[1636, -1353, 4675]"
7,1557765167.0808392,"[1630, -1371, 4655]"
8,1557765167.1805563,"[1638, -1364, 4616]"
9,1557765167.2806635,"[1629, -1358, 4672]"
10,1557765167.3805182,"[1624, -1360, 4678]"
# autosave took 0.022988
#### 5168.516083 autosave nr 2
11,1557765167.480439,"[1659, -1380, 4628]"
12,1557765167.5826695,"[1631, -1385, 4632]"
13,1557765167.6819053,"[1611, -1373, 4619]"
14,1557765167.780623,"[1660, -1376, 4626]"
15,1557765167.8806207,"[1625, -1370, 4633]"
16,1557765167.9807234,"[1625, -1369, 4666]"
17,1557765168.080641,"[1629, -1364, 4663]"
18,1557765168.1806474,"[1626, -1395, 4679]"
19,1557765168.2806575,"[1649, -1375, 4657]"
20,1557765168.3806398,"[1604, -1392, 4671]"
# autosave took 0.011464
#### 5169.516083 autosave nr 3
21,1557765168.4805882,"[1624, -1356, 4667]"
22,1557765168.58836,"[1594, -1368, 4673]"
23,1557765168.6827674,"[1626, -1383, 4675]"
24,1557765168.7807226,"[1623, -1367, 4686]"
25,1557765168.880621,"[1628, -1356, 4671]"
26,1557765168.980624,"[1658, -1357, 4680]"
27,1557765169.0806553,"[1627, -1361, 4671]"
28,1557765169.1806133,"[1645, -1378, 4675]"
29,1557765169.2806292,"[1628, -1385, 4651]"
30,1557765169.3805954,"[1637, -1373, 4663]"
# autosave took 0.023266
#### 5170.516083 autosave nr 4
31,1557765169.4806378,"[1651, -1359, 4633]"
32,1557765169.5825808,"[1617, -1393, 4640]"
33,1557765169.6811585,"[1623, -1373, 4663]"
34,1557765169.7803679,"[1605, -1359, 4657]"
35,1557765169.8804545,"[1634, -1390, 4674]"
36,1557765169.9804163,"[1619, -1374, 4611]"
37,1557765170.0803645,"[1638, -1323, 4629]"
38,1557765170.1804404,"[1610, -1271, 4609]"
39,1557765170.2804742,"[1628, -1275, 4623]"
40,1557765170.3804963,"[1640, -1277, 4645]"
# autosave took 0.004498
#### 5171.516083 autosave nr 5
41,1557765170.4804769,"[1622, -1246, 4600]"
42,1557765170.58359,"[1687, -1166, 4563]"
43,1557765170.6825104,"[1887, -1021, 4634]"
44,1557765170.7804313,"[1870, -1269, 4814]"
45,1557765170.8804338,"[1738, -1323, 4783]"
46,1557765170.980496,"[1643, -1336, 4747]"
